,Unnamed: 0,Content,Location,Retweet-Count,Favorites,Created at
404,404,"Standards for #DigitalLearning should match the high standards set for schools as a whole. We recently helped @johnwarnersch elevate the digital learning experience to support student &amp; staff potential: https://t.co/Ytn5z6ZDTj
#EduTwitter #BlendedLearning #UKedChat https://t.co/hlEeWopANT",United Kingdom,0,0,2021-03-10 10:27:11
405,405,"This platform is the one that can help you to handle all your school management works digitally.

For more details,
Visit us @ https://t.co/DBmTtXu9FJ

 #DigiSchool #StayConnected #DigitalLearning  #edtech #futurelearning #teaching #coaching #education #learn #learning https://t.co/9wkJgnLP50",,0,0,2021-03-10 10:06:27
406,406,“Reimagine the college experience” – A mantra in #highereducation! SAP is proud to help academic institutes build #digitallearning ecosystems that the fast-changing work landscape of tomorrow requires https://t.co/AtL6cyM5mh https://t.co/nj0fY2ay51,Global,0,0,2021-03-10 10:01:07
407,407,"1 hour until we launch day 2 of our Showcase 😃 Today hear live from @purpleMash @Seesaw our Maths and Languages Advisers
Book FREE👉https://t.co/31DwsypKaL
All content available on demand!
#Edtech #teaching #digitallearning #schools #headteacher https://t.co/Nm7ZCswqUZ","Hertfordshire, UK",2,2,2021-03-10 10:00:11
408,408,"All too often, we can be lazy in how we see and interpret people of a distant generation from our own. 
So when it comes to online training: how can we bridge the generational divide?

https://t.co/8o6fL9HPJ5

#boomer #genz #inclusion #diversity #digitallearning https://t.co/oPDTyyBCzD","London, EC4A 1BW, UK",0,0,2021-03-10 09:05:04
409,409,"Digital Future First is an ESF funded service that will provide you with knowledge of and access to a range of funded, part funded and commercial programmes.

Register today &gt; https://t.co/kAVImk3iTA

#digitalfirst #learningskills #digital #digitallearning https://t.co/4mbV06NMKI",Northampton,0,0,2021-03-10 09:00:12
410,410,At HSDC Havant &amp; South Downs and HSDC Alton our #digitallearning crew provide  #outstanding development opportunities to our members to elevate those  #personalskills for a digitally-ready future. Blending  #learningdesign with  #creativeconcepts and spicing it up with some...,"Southsea, UK",0,1,2021-03-10 08:36:45
411,411,"The program is open to residents of Ethiopia with a strong programming background or a degree in Computer Science and/or IT fields and Mathematics with a thorough understanding of IT. 

#DigitalLearning #GebeyaTraining #MobileApplicationDevelopment",Remote,0,0,2021-03-10 08:29:56
412,412,"You will get an opportunity to sit for two official Microsoft exams to prove your competence in C# and Microsoft Azure development. 

Visit https://t.co/bglCtQuIKG to apply. 

#DigitalLearning #GebeyaTraining #MobileApplicationDevelopment",Remote,0,0,2021-03-10 08:29:55
413,413,"Learning will definitely be exciting and engaging with Alpha + PhET Sims on eAlpha!

Visit https://t.co/QvT8aa5Kwd for more information.

#simulation #elearning #education #science #math #ELA #interactivelearning #digitallearning #online #distancelearning #PhETsims https://t.co/9DPW8imfCO","Dubai, UAE",1,0,2021-03-10 08:29:23
414,414,"This platform is the one that can help you to handle all your school management works digitally.

For more details,
Visit us @ https://t.co/c5OU71Udg8

#TECH4ALL #DigiSchool #StayConnected #DigitalLearning   #edtech #futureslearning #teaching #coaching #education #learn #learning https://t.co/g1NQMbYDOj",India,0,0,2021-03-10 07:16:02
415,415,"Ever felt like AI is being thought by universities but not used by them? 

Wayne Holmes @wayneholmes our #ARC8 Expert on #DigitalLearning and #Teaching pointed out the disconnect while looking for solutions to improve #Inclusion in digital education

 @ucl @IOE_London https://t.co/uoSWZtHZnc",Singapore,0,2,2021-03-10 07:00:48
416,416,"Vol 16, No 02 (2021). International Journal of Emerging Technologies in Learning (iJET) https://t.co/xRh8aR3Vzd #elearning #onlinelearning #remotelearning #MOOC #LMS #digitaltransformation #digitallearning #competences #pedagogy #pedagogía #pedagogie #VirtualLAB #TIC #EDtech https://t.co/Nm2dtqiHi9",Sevilla,0,0,2021-03-10 06:15:03
417,417,"How to Increase Employee Engagement using Digital Learning
https://t.co/caUvsM4eu5

#DigitalLearning #eLearningSoftware #BestLMSSoftware #IPIXLMS","Dubai, United Arab Emirates",0,0,2021-03-10 05:36:07
418,418,"Ocean Sparkle Limited supported Kishlay Digital Learning Programme for Government Primary School inaugurated by Mr A K Sawhney (Director, OSL) and Mr P Krupakar (CSR Head, OSL) on 09 March 2021.
@LtGenHari @PMOIndia @EduMinOfIndia @TelanganaCMO @TSEduDept 
#DigitalLearning https://t.co/f9qCSLsbjx","Flat No. 101, First Floor, Star GBR PRK Enclave,  DK Road, Ameerpet,  Hyderabad – 500 016,
Telangana, India",0,3,2021-03-10 05:10:07
419,419,"Here are some tips on the best ways to help your child learn acceptable behavior as they grow...😃
.
.
#onlinelearning #digitallearning #parentingtip #Cocoon #Cocoonpreschool #preschool #kindergarten #kids #education #preschoolactivities #school #jrkg #srkg #children https://t.co/ZsLnkhTukU",,1,1,2021-03-10 04:36:27
420,420,"A session that started with fear and uncertainty taught us some valuable lessons and motivated us to push our limits and adopt new teaching methods so that learning never stops. 
Click here to join: https://t.co/3t3WbU8KlP

#Savethedate #Onlineevent #digitallearning https://t.co/o6T7C5Gqlx",Gurgaon,0,1,2021-03-10 04:23:23
421,421,"Exclusive for STF-i member banks. 

Subcribe to IBFIM's Microlearning now and grab the opportunity to be FOSIF certified through our self-learning mode.

Contact us now!

#ibfim #islamicfinance #microlearning #onlinelearning #digitallearning #FOSIF https://t.co/hqTON8SSvE",Kuala Lumpur City,1,1,2021-03-10 04:19:21
422,422,"@TBS_Delhi Humbled and honoured for the opportunity to present at the @FOBISIA1 eJAWS.
Lesson learnt during the pandemic will be changing the educational landscape for decades to come. 
Looking forward to discuss #DigitalLearning and #innovation. https://t.co/9PR3usGUA3", ,0,2,2021-03-10 04:12:14
423,423,Join @happyinmysoul of @bluknow for a webinar on equitable assessment practices using digital learning! #DigitalLearning #edequity https://t.co/Of9NY2RXyT,"Dallas, TX",0,2,2021-03-10 02:14:14
424,424,How to Incorporate Digital Assessments in the Classroom Easily https://t.co/dAhuDlcQWp #breakingthecycleoflowtestscores #classroomassessment #digitallearning #edapps #edtech #k12 #mlearning,,0,0,2021-03-10 01:15:32
425,425,"Managed to get an @IBMWatson #chatbot assistant up and running this evening.  Created a simple PHP webhook which can query an LRS, making personalised learning recommendations based on insights from #xAPI a step closer. #DigitalLearning #xapi #hobbyhorse","Dundee, Scotland",2,5,2021-03-09 23:59:43
426,426,"Nxt #WCETWebcast in partnership w/ @oneheglobal: 
Alternative Assessments in #DigitalLearning in #HigherEducation - 3/23

Speakers: @chieadachi @Deakin, David Hubert @SaltLakeCC, @SteveJoordens  @UofT

Modorator: Janelle Elias @RioSaladoOnline 

https://t.co/gVQhbiFhVf https://t.co/UFyvXHb9oT","Boulder, Colorado",4,4,2021-03-09 23:17:35
427,427,"Add video-based academic discussion to your instructional toolkit; it’s a great way to advance equity in your classroom!

Click the link to get started! https://t.co/YLQJP1fKZF

#Loravore #edtechchat #digitallearning #teachertwitter https://t.co/txv5gRRI4J","Savannah, GA",0,2,2021-03-09 21:32:46
428,428,Thank you Detlef Hold for speaking during your very informative session on Enabling Transformation Through Digital-Learning! #CLWeek2021 #DigitalLearning https://t.co/lacDRd3N81,"Tampa, FL",0,0,2021-03-09 21:27:04
429,429,"My friends and colleagues @ncte @wearealsc @ILAToday, here's my new #literacy #DigitalLearning series on #writing devices. https://t.co/dRwhDqUcNI",near DC,0,0,2021-03-09 21:24:39
430,430,4 Important Capabilities Of An Engaging eLearning Program https://t.co/v57Sayr1Uu #digitallearning #elearning,"Houston, Texas",0,1,2021-03-09 21:12:46
431,431,"Over 125 school districts are participating in Speak Up 2021 to have their voices heard. Join us March 10th at 9am PT/12pm ET to learn more about how you can take advantage of Speak Up at no cost  to your school or district: https://t.co/T0xtc386SP

#digitallearning #K12 #edtech https://t.co/4fE7u48DPF","Irvine, CA",0,1,2021-03-09 21:00:40
432,432,"On Thursday we will learn about Grace Hopper... lego coding and sight word codes will keep us busy in our learning! Working on finishing touches! #pandemicteacherdiaries #confessionsofafirstgradeteacher
#digitallearning  #firstgrade #simultaneous https://t.co/iuA1mx4acL","Carrollwood, FL",0,1,2021-03-09 20:12:06
433,433,"BT Skills For Tomorrow gives you the skills to get back into work including: 

✔️Improving your online job hunting
✔️Dealing with rejection and thriving
✔️Shining in an interview 
✔️Creating your own luck

Find it free here https://t.co/aMXhz3UA59 

#DigitalLearning #JCPinNorfolk https://t.co/MezE7voE7D",Norfolk UK,0,0,2021-03-09 20:01:43
434,434,"Ever wanted to change sector?

Get a head start with free courses across IT, Business and Healthcare from @vision2learn 

See: https://t.co/ZrZUyVEREr 

#DigitalLearning https://t.co/5n7Cop3SGH","North West, England",0,2,2021-03-09 20:00:42
435,435,"Why Moving Pre- and Post-Labs Online Can Enhance the In-Lab Experience…
VIEW TIPS... https://t.co/sG9V2kjh9s
#labs #digitallearning #elearning #onlinelearning #education #learning #edtech #distancelearning #school #covid #teachingtips #virtuallearning https://t.co/VicGGFYRQf","Cincinnati, Ohio",0,0,2021-03-09 19:56:25
436,436,Vol 20 No 5 (2019) IRRODL The International Review of Research in Open and Distributed Learning https://t.co/yyHHqZYi1v #elearning #learning #HigherED #OER #MOOC #open #openlearning #digitallearning #ranking #universidad #HigherEducation  #distanceEducation #educaciónadistancia https://t.co/u4vqaHtdcB,Sevilla,0,0,2021-03-09 19:01:36
437,437,"You have the power to design your own future that makes you happy! Get started today at https://t.co/hxoi1U3Eq2.
.
.
. 
#LakewoodUniversity #Learning #Education #DistanceLearning #DistanceEducation #eLearning #OnlineLearning #DigitalLearning #OnlineCourses #LakewoodCollege https://t.co/Jai7HMjHOI",Worldwide,1,0,2021-03-09 18:43:23
438,438,"We know your time as an instructor is valuable. We offer lots of tools to help you manage your courses and maximize your efficiency. Our #DigitalLearning environments provide reporting functionality that gives you valuable insight into students’ needs. 
#ParadignEductionSolutions https://t.co/OETVSLmBRx","Minneapolis, MN",0,2,2021-03-09 18:10:11
439,439,Students in @JanetPrassl used their notes as well as text evidence to complete a Venn Diagram for inner and outer planets on @JamboardM! Great way for students to extend their knowledge!  @MsGooditis #pawpride #jamboard #digitallearning https://t.co/J4YzCMUWRu,United States,3,5,2021-03-09 18:07:45
440,440,"Are you ready to learn something new? 

With Google #digitalgarage you can access FREE training designed to help you develop new skills - all from your own home! 

What will you learn today? https://t.co/fGocSzvIpO 

#DigitalLearning https://t.co/Zbq9p1uDFW",,0,0,2021-03-09 18:01:58
441,441,"Answer this riddle correctly for a chance to win a free assessment!

Two fathers and two sons are in a car, yet there are only three people in the car. How?

#sylvanlearning #riddle #trivia #brainteaser #giveaway #tutoring #digitallearning #academicsupport #learningpod #help https://t.co/FIv1Ag6zqC","Brookfield, CT",0,0,2021-03-09 18:00:02
442,442,"It makes more sense to invest in training internal talent, rather than firing people and hiring replacements. #highered #digitallearning https://t.co/DPOJYXVhNg","Portland, OR",0,1,2021-03-09 17:35:02
443,443,Congrats to Austin Martin and the entire @rhymeswreason team -- one of my personal favorite educational learning platforms! #education #innovation #edtech #onlinelearing #digitallearning https://t.co/vHdAJhnnrs,Colorado Springs,0,2,2021-03-09 17:24:12
444,444,"Ready for another 🎥 #TrainingTuesday video? Watch it now and share what your favorite #DigitalLearning solutions are!  

https://t.co/W1c1uKjEmO","Boston, MA",0,2,2021-03-09 17:13:03
445,445,"Email is one of the only ways your online teacher can reach you. If your teacher is checking in, it's important to respond to let them know you're on track in their course.
#onlinelearning #digitallearning #teachertip https://t.co/2fklJ86N32","Rochester, PA",0,0,2021-03-09 17:01:34
446,446,⁦⁦@binogi_ca⁩ released a new app today.  Now available at the App Store and Google Play #digitallearning #STEM #engagement #LearningForAll https://t.co/jFII6miXKU,,0,0,2021-03-09 16:52:42
447,447,"NEXT GENERATION BLENDS:
Advanced, brain-friendly learning to address your
big issues and opportunities, curious? want to know more? Contact us https://t.co/qvL9Tbhukw #digitallearning #nextgenblended #blendedlearning #Learning https://t.co/npWG36gBQ7","Leamington Spa, England",0,0,2021-03-09 16:52:30
448,448,Thank you @StAndrewsHFTech and @rleithmusic for your presentation on MS teams today. Was so helpful and hopefully I will have more confidence working with it on placement😁. #DigitalLearning,,0,6,2021-03-09 16:26:03
449,449,.@industry_wired shares how universities are adopting tech-based solutions to help teachers guide students 👨‍🏫 as new forms of teaching emerge in the #digitallearning ecosystem https://t.co/sH7mxDnQRb https://t.co/SBW5Qi6iq4,,0,2,2021-03-09 16:00:02
450,450,So excited to hear @Oprah speak at @SXSWEDU 😍🥰 Eek!! #fangirl #DigitalLearning,,0,3,2021-03-09 15:27:56
451,451,@mathwhiteboard is a game changer for #math #teachers! I enjoyed learning about all its features this morning and already shared with our staff! #MathEducation #DigitalLearning https://t.co/axhXBRgqLL,,3,4,2021-03-09 15:11:11
452,452,Massive Thank you to @MrsReidFCT for you wonderful presentation this afternoon on Digital Tools. Was incredibly insightful and will benefit my teaching on my next placement (I can’t wait to try it out). 🤩 #studentteacher #DigitalLearning #StrathPGDE @Strath_HE https://t.co/9PGILjI0r8,,1,6,2021-03-09 15:03:59
453,453,"With the pandemic having accelerated the use of digital learning - how has this shaped Gen Alphas' approach to education and what could it mean for them as they navigate in a post-pandemic world? 

Find out here: https://t.co/pj8EYYX2hJ 

#edtech #digitallearning #mentalhealth https://t.co/DHnU74yUWH",London,0,0,2021-03-09 15:02:21
454,454,Wondering how to implement digital transformation in your business? Download our complimentary #eBook ‘5 Steps to #DigitalTransformation Success’ here https://t.co/BwvvTgFiCY  #RemoteWorking #DigitalLearning #DigitalAssessment https://t.co/Xcp5Wg0NBb,UK,1,0,2021-03-09 15:01:27
455,455,"@rwang0 from @constellationr announced the recent Constellation ShortList™ for Learning Marketplaces for Q1 2021, which features #InfosysWingspan. Know more. #DigitalLearning #NavigateYourNext https://t.co/QiNcGb0Sh3","Bangalore, India",0,0,2021-03-09 14:54:58
456,456,".rwang0 from constellationr announced the recent Constellation ShortList™ for Learning Marketplaces for Q1 2021, which features #InfosysWingspan. Know more. https://t.co/htmgJokJHx #DigitalLearning #NavigateYourNext https://t.co/bgzyiW1OJT","London, UK",0,0,2021-03-09 14:48:14
457,457,"And we are back! Reading, Social Studies and STEM! Women’s History with Margret Hamilton and Apollo 11... more pictures to come! @CannellaElem @WeAreHAEST #pandemicteacherdiaries #confessionsofafirstgradeteacher
#digitallearning  #firstgrade #simultaneous https://t.co/xyBQxvzstA","Carrollwood, FL",1,5,2021-03-09 14:33:43
458,458,Check out how the Explore tool in Google Docs can help students with their research and citation skills. Our new video on Youtube is available now. #EdTech #CFBISDDLS #DigitalLearning #GoogleEducation https://t.co/ZywJXvWO7r,Texas,1,2,2021-03-09 14:31:25
459,459,"BT Skills For Tomorrow gives you the skills to get back into work including:

✔️Improving your online job hunting
✔️Dealing with rejection and thriving
✔️Shining in an interview
✔️Creating your own luck

Find it all for free here https://t.co/g6zVQBip44
#DigitalLearning #BCTweets https://t.co/zRnvjDTVEW","West Midlands, England",0,0,2021-03-09 14:30:12
460,460,".rwang0 from constellationr announced the recent Constellation ShortList™ for Learning Marketplaces for Q1 2021, which features #InfosysWingspan. Know more. https://t.co/Ej6O7y8rx9 #DigitalLearning #NavigateYourNext https://t.co/0pkSy6XjE7",London,0,0,2021-03-09 14:11:04
461,461,Getting ready for my next workshop with @WEtechAlliance this afternoon! We’re talking about how to find &amp; connect with your audience online 👥💬 #digitalmarketing #smm #socialmediamarketing #digitallearning #virtualevent #windsorontario #yqg https://t.co/nVWc6G0zl0,Windsor Ontario,4,5,2021-03-09 14:08:19
462,462,"Are you ready to learn something new? 

With Google #digitalgarage you can access FREE training designed to help you develop new skills - all from your own home! 

What will you learn today? https://t.co/1sRnj2QDf5 

#DigitalLearning https://t.co/S6fbYvBiE5",West Scotland,0,1,2021-03-09 14:01:20
463,463,"As well as it being Day 2 of our Digital Champions programme. 

We are also well under way on day 1 of our Product Manager Practitioners course led by our coaches @giantrat and @HandyHsd.

#ProductManager #Practitionercouse #Onlinelearning #ScotGov #DigitalLearning #Upskill https://t.co/r95m2qh7c4","Edinburgh, Scotland",0,0,2021-03-09 14:00:43
464,464,@Josh_Bersin and a panel of corporate learning &amp; talent leaders will discuss how global #DigitalLearning is the new reality during this virtual event. Register today to join the conversation: https://t.co/P7u6S1Nelq #JoshBersinNews @gofluent @HRExecMag https://t.co/MBnsPciNJg,,0,1,2021-03-09 14:00:02
465,465,".@rwang0 from @constellationr announced the recent Constellation ShortList™ for Learning Marketplaces for Q1 2021, which features #InfosysWingspan. Know more. https://t.co/RFVcISp5r0 #DigitalLearning #NavigateYourNext https://t.co/rDea6qiyhV","Global (HQ: Bangalore, India)",4,19,2021-03-09 14:00:01
466,466,This looks fab @TLCCityPlym  #DigitalLearning #innovativetechniques #weareourstaff https://t.co/STKMOuci9a,"Plymouth, England",0,3,2021-03-09 13:59:52
467,467,Learning Pool reaches Strategic Leader status on the 2021 Fosway 9-Grid™ for Digital Learning https://t.co/MS8BY5wOhz #LD #LDnews #LearningandDevelopment #DigitalLearning #LearningPool #Fosway9-Grid #InspiredBmedia,,1,0,2021-03-09 13:58:56
468,468,"The ""Contested Homelands"" virtual Landmarks workshop is still accepting applications. #sschat #ushistory #summer2021 #digitallearning 

Stipends are available &amp; more information is available here:

https://t.co/Nncz6ddkfM https://t.co/niVNOPkg1B","Washington, D.C.",0,0,2021-03-09 13:49:20
469,469,"Lazy Subject Lines to School Administrators! What can be worst then that! https://t.co/IR9rIptYqT
#devicemanagement #Didyouknow #digitalcurriculum #DigitalLearning https://t.co/CLxeEyQ7r1","Tampa, FL",3,3,2021-03-09 13:30:54
470,470,"$VERB @VerbTech_Co #LearningTechnologies #CorporateLearning #EdTech #DigitalLearning #SocialDistancing #eLearning #TrainingandDevelopment #LMS #OSHA #HR

#NextGeneration #InteractiveVideo #Training  for #Business

https://t.co/AAB4bw0wwO
https://t.co/URhahTgRo6","North Carolina, USA",1,2,2021-03-09 13:30:00
471,471,"Sadly, COVID forced us to shut down our New Jersey Business Accelerator | Business Hub https://t.co/vWjMl5wLi9. @Zoom and @workplacefromFB enables us to go VIRTUAL with LIVE and HYBRID meetings and events. ☁️☁️☁️#distancelearning #digitallearning #digitalliving #memberbenefits https://t.co/0i1TErpUqE",New York,0,0,2021-03-09 13:22:43
472,472,"Very practical and insightful #EFMDmea session on “navigating the crisis, transformation and scarcity” moderated by @dlemira @GroupeIAM with Marina Apaydin @AUB_Lebanon and @aelquammah @HEMofficiel 

#FrugalInnovation #DigitalLearning https://t.co/zpz5gZw7EM",Ophain Bois Seigneur Isaac,4,3,2021-03-09 13:14:13
473,473,"The #PDST offer bespoke school support in digital technologies for teaching, learning and assessment and developing a digital learning plan for your school. Please visit https://t.co/wqqeB055Jg to apply. #DigitalLearning #Empoweringschools https://t.co/DeWpQSDERN","Dublin, Ireland",4,18,2021-03-09 13:05:06
474,474,"BT Skills For Tomorrow gives you the skills to get back into work including: 

✔️Improving your online job hunting
✔️Dealing with rejection and thriving
✔️Shining in an interview 
✔️Creating your own luck

Find it all for free here https://t.co/nuuWLRYtZ4 

#DigitalLearning https://t.co/xJSiisgBr0",United Kingdom,0,2,2021-03-09 13:02:00
475,475,"#Delltechnologies workshop now live: Education Redefined: Enhancing digital learning outcomes. Join us live again at 5:15pm
Book FREE: https://t.co/31DwsypKaL
#teaching #Headteacher #edutech #edtech #digitallearning https://t.co/SgO1zPolk7","Hertfordshire, UK",1,3,2021-03-09 12:54:23
476,476,@inkling Simplifies Integration to Learning and Operational Systems with Inkling Connect https://t.co/d0qg4CUYJ5 #Inkling  #digitallearning,"Hawthorne, CA, USA",0,2,2021-03-09 12:53:49
477,477,"Thank you to our teachers for changing our future.

#elearning #digitallearning #digitalschool #syrianrefugees #التعليم #التعليم_عن_بعد #TogetherWeCan #change #respondmigration #lebanon #support #stayathome #syrians #teachers #future #teachersday https://t.co/08kjySbHvj",,0,0,2021-03-09 12:50:27
478,478,"Develop &amp; polish your digital skills with Elearners to achieve remarkable success in your professional career✨👏
https://t.co/5GcIxA5w5X
#careerdevelopment #careersuccess #growyourcareer #growyourskills #learntogrow #digitallearning https://t.co/uw6HLOTX1q","Rawalpindi, Pakistan",0,0,2021-03-09 12:46:21
479,479,"Huge thanks to Dave Presky, Head of computing @YorkHouseSch for your insights into Safeguarding. Watch on demand here by registering; https://t.co/31DwsypKaL
#safeguarding #edtech #digitallearning https://t.co/OP9OsRa7tl","Hertfordshire, UK",3,11,2021-03-09 12:31:10
480,480,"Did you know the #LloydsBankAcademy is full of tips to help you with your employment journey?

To find out where it can take you speak to your JCP Work Coach for more information, or visit https://t.co/nrpu0mD5qx 

#DigitalLearning #JCPinCambs https://t.co/LC3C4ltwSD",Cambridgeshire,0,0,2021-03-09 12:30:27
481,481,Great lineup for today's MoodleMunch Buffet with @lowneyrob  @ForumTL  - Developing Digital Competencies #DigitalLearning - great info to share with colleagues @TLOGMIT https://t.co/evrttLHEYc,"Galway, Ireland",4,8,2021-03-09 12:20:23
482,482,"Workshop now live with Microsoft Education Speak with Ian Stuart until 12:30 / at 4:05pm
Education Redefined: How can you look forward when the what we know has changed so much?
#Microsoft #Edtech #digitallearning
Book FREE: https://t.co/31DwsypKaL https://t.co/Z5mBmLMXEO","Hertfordshire, UK",0,1,2021-03-09 12:09:49
483,483,"Great to have @ChrisNash01 of @DiscoveryEdUk join us for a workshop today too! 

#EdTech #DigitalLearning #TechnologyInSchools https://t.co/dB5u3aDxnr","Stevenage, Hertfordshire, UK",0,3,2021-03-09 12:03:55
484,484,"Tune in to learn more the state of education technology #EdTech in Europe with Svenia Busson, founder of Learnspace #Digitallearning https://t.co/mSJMgIBYm5 https://t.co/vqf4fPstZ2",,0,0,2021-03-09 12:00:13
485,485,"Our second case study comes from @PeartreeSpring with teachers Sam Spendlove and Zoe Armstrong talk about their positive experiences using Google classroom during lockdown and ways in which they would continue to use this technology in the future. 

#EdTech #DigitalLearning https://t.co/J7GpCeGV0d","Stevenage, Hertfordshire, UK",0,1,2021-03-09 11:53:17
486,486,"Kicking off today's conference we have Alan Moore, deputy head of @FourSwannes speaking on a Microsoft Cloud case study on the experience he and his pupils had with @purpleMash as well as how @HfL_TiS provided resources to help with #RemoteLearning

#DigitalLearning #EdTech https://t.co/9lte5w97Pl","Stevenage, Hertfordshire, UK",1,5,2021-03-09 11:43:26
487,487,A real privilege to be placed on the @fosway 9-Grid again this year! #Learning #digitallearning https://t.co/Fq2JcUZxjb,"Leamington Spa, England",0,0,2021-03-09 11:26:22
488,488,"One tool we use for course accessibility is a contrast checker, our favourite is a program by TPGI. 

https://t.co/ZzZoNE1owy

This program allows us to pick the exact colour to the pixel we want to check on-screen, greatly improving our workflow.

#digitallearning #accessibility","Northampton, England",0,0,2021-03-09 11:17:24
489,489,"Join the @GoogleUK #DigitalGarage and grow!

FREE weekly webinars deliver live training, Monday to Friday, to help you develop new digital skills! 

⭐Grow Your Career
⭐Grow Your Business
⭐Grow Your Skills

Register at https://t.co/OpHyhqQmYC 👍

#DigitalLearning https://t.co/pxpsZ3Ski4",Gloucestershire,0,0,2021-03-09 11:05:07
490,490,Another new &amp; exciting role to help us on our learning organisation journey.  Apply as a Learning Technologist #Jobs #digitallearning https://t.co/UDBoKK7sLv,Belfast,1,1,2021-03-09 10:56:31
491,491,How to Incorporate Digital Assessments in the Classroom Easily https://t.co/dAhuDlcQWp #breakingthecycleoflowtestscores #classroomassessment #digitallearning #edapps #edtech #k12 #mlearning,,0,0,2021-03-09 10:10:33
492,492,"Free online session for #WestMidlands secondary teachers sharing practical ideas for 'Boosting online student collaboration and participation' led by @EeuLd and hosted by @ArtsConnectWM and  @WvCep
Book here:
https://t.co/CsiwXSDFmN or get in touch for more info #DigitalLearning","West Midlands, England",1,2,2021-03-09 09:58:35
493,493,"Yet another 5 Star @Coursecheck review for Alisoun Nisbet, our regional consultant who is helping her candidates achieve their #CIPD qualifications!  https://t.co/zZ5AtziV7e
#DigitalLearning #OnlineLearning #HR #PeopleProfession #HRProfessional https://t.co/kjLPS7iRCU",Worldwide,3,1,2021-03-09 09:49:44
494,494,"Our first learning programme, Digital Identity will define digital identity and help you understand what it is, while providing ways you can better manage your digital identity. Find out more about each of our programmes here: https://t.co/JufnjjC2ik #DigitalLearning",Glasgow,0,2,2021-03-09 09:00:01
495,495,"Our first beneficiary, Anjali Sahu from rural India speaks about the hardships she faced in #Covid due to financial restrictions. 
She further elaborates how she successfully enrolled in #Jaya project of @Dharmalifeindia, which helped her learn from #DigitalLearning Platform.",New Delhi,0,2,2021-03-09 08:29:43
496,496,"Are you ready to learn something new? 

With Google #digitalgarage you can access FREE training designed to help you develop new skills - all from your own home! 

What will you learn today? https://t.co/jHLxZehYRs 

#DigitalLearning #JCPinSuffolk https://t.co/DqsraMyC6i","Suffolk, UK",0,1,2021-03-09 08:00:53
497,497,"We love the ""community stakeholder approach"" suggested by our #ARC8 Expert Victor Negrescu @negrescuvictor when discussing opportunities for greater inclusion in #DigitalLearning and #Teaching

 @SNSPA_oficial @MAERomania @EPCulture https://t.co/AD3QUpELC4",Singapore,2,5,2021-03-09 07:00:44
498,498,"Have a glimpse of the online Training of Trainers Program organised by @DelhiIiest in association with @MEPSCindia on platform skills.

#skills4all #DigitalLearning https://t.co/gspWyV4p6W","New Delhi, India",1,4,2021-03-09 06:21:20
499,499,"Ssst… do you know what made her smile?
Coming soon in Kriya!

visit our page: https://t.co/FUoN7TLJi2

#KriyaPeople #PeopleSolution #Kriya #Learning #training #education #MobileLearning #Indonesia #OnlineLearning #ELearning #edtech #digitallearning https://t.co/zIyoBXlBaq",,1,0,2021-03-09 05:51:05
500,500,"Fully flexible training allows you to control your learning approach.

#edchat #edtech #education #otmlearning #elearning #onlinecourse #certification #asbestos #asbestosawareness #onlinetraining #virtualstudy #digitallearning #stayhome #covid #elearningdevelopment https://t.co/jMi8MBNUfC",,1,0,2021-03-09 01:25:03
501,501,"Eeesh, Microsoft Word's feeling a little behind the times when I need to add 'TikTok' to the dictionary, but still excited to see a chapter with @EmilyGraceWade on the nature of 'authenticity' in online teaching performances accepted for publication!! #DigitalLearning https://t.co/gnpGAsqDbN","Melbourne, Australia",0,15,2021-03-09 00:29:40
502,502,"Attend a 30-minute #SpeakUpEd Info Sessions with @JulieEvans_PT  this week! 

Speak Up Advanced for participants who know the in's and out's of the survey and want to learn some new tips and elevate Speak Up participation!
https://t.co/bpCE5UJFM6!

#edtech #digitallearning #K12 https://t.co/vE2HMjCNdD","Irvine, CA",0,0,2021-03-09 00:04:51
503,503,"FYI... when recording videos for lectures, speak slower. That way it’s easier to chop out the mistakes ✂️New video out for our amazing @sunderlanduni 1st year sport and physio students... this week - Pelvis Hip and Thigh! #anatomy #digitallearning https://t.co/vg6BnFTdSO","North East, UK",2,6,2021-03-09 00:04:12
504,0,"@ItsTashh_ Five Quick Tips to Learn JavaScript Faster
#javascript #programming #developer #webdeveloper #learncoding #learningeveryday #learnfromhome #learningfromhome #learninganddevelopment #learnjavascript #learnjava #SaeedDeveloper #Saeed #developers #Developer 
https://t.co/MiJYuLkF2j",Faisalabad Pakistan,4,1,2021-03-16 17:24:27
505,1,"Five Quick Tips to Learn JavaScript Faster
#javascript #programming #developer #webdeveloper #learncoding #learningeveryday #learnfromhome #learningfromhome #learninganddevelopment #learnjavascript #learnjava #SaeedDeveloper #Saeed #developers #Developer 
https://t.co/MiJYuLkF2j",Faisalabad Pakistan,5,1,2021-03-16 17:23:32
506,2,"Very excited to share this with all of the students in our Designing Educational &amp; Technological Environments Course!

#makerspace #design #earlychildhood #learnfromhome #remotelearning #learningpods #homeschool #kindergarten #elemed #Steam #edchatie https://t.co/VFdjlEKtIn","Medford, MA",0,1,2021-03-16 16:55:17
