,Content,Location,Retweet-Count,Favorites,Created at
258,"Women Create-Free Summit 
March 23-25

2 days 
30+ experts
2 weeks of access to all replays

Build businesses with support success guaranteed

Register here
https://t.co/5AO7CTxuRY

#digitallearning #elearning #educhat #virtuallearning #teacher #classroom #edtech
#education #STEM https://t.co/lXzYOKojGJ","Bengaluru, India",1,0,2021-03-14 09:18:16
259,"Addressing the immediate educational needs...acting proactively...this is #delhigovtschools model

#virtuallearning

@Dir_Education
@Minister_Edu https://t.co/MtZ9QscKtp","Delhi, INDIA",1,5,2021-03-14 07:46:50
260,"Plug your email time leaks THT Admin excerpt

https://t.co/vhP5uWjHlO
#TimeManagement #Productivity #Organization #WorkLifeBalance #QualityOfLife #KickChaosToTheCurb #TimeManagementFixer #HeleneSegura #VirtualLearning #WorkFromHome  #Meetings #MeetingNotes #MeetingAgenda #Email",Worldwide,0,0,2021-03-14 06:45:03
261,One year ago - me and these 3 amazing ladies were the first to pilot delivery in Zoom only with the looming pandemic. ❤️ ⁦@Zoom⁩ #howweconnect #virtuallearning https://t.co/T5mL54OdMv,"San Antonio, TX",0,11,2021-03-14 05:39:51
262,Some observations from my homeschool and virtual learning parents on their children continuing to learn online. #Homeschooling #virtuallearning #tutor https://t.co/qVLDznBOQy,,0,0,2021-03-14 05:15:24
263,"Virtual learning can’t work if all students have broadband access. I’m not talking about satellite or hotspot (almost all slow as shit with data limits)

Providers, invest in infrastructure. The market is there, just run the lines. #virtuallearning","Ohio, USA",0,0,2021-03-14 04:00:23
264,My ADHD son went from C’s and D’s in Brick and Mortar to straight A’s in virtual charter. I’ve never been more confident about a decision as a parent. #virtuallearning #adhd https://t.co/isaqMLkokW,Poconos ,0,0,2021-03-14 02:14:23
265,It’s Time to Give Classroom Jobs Another Try https://t.co/uMPlq8E6Yu via @cultofpedagogy #genius #virtuallearning #highschoolteacherstoo,"Madison, WI",0,0,2021-03-14 00:00:38
266,#COVID19 and #virtuallearning. How can K-12 teachers ensure their students' success during a #pandemic? Learn more here. @JAMA_current #MedEd https://t.co/FIImyBJ4X9,"Chicago, IL",1,0,2021-03-14 00:00:00
267,"https://t.co/7iEDNXbF02
Conduct seamless online meetings with 
Most advanced video conferencing platform. 
SIGN UP TODAY! for unmatched experience

#VideoConference #webinar #OnlineClasses #remotework #remotelearning #WFH #edtech #onlinelearning #WorkFromHome  #virtuallearning https://t.co/xgnF764ukX",Noida,0,0,2021-03-13 23:19:37
268,"You can as an educator make #virtuallearning fun and engaging with education-focused VR environment https://t.co/RdyJjdLaQ8.
#vAcademia has everything you need for effective classes: interactive whiteboards, webcamera support, stickers, 3D-objects, online polls, and much more. https://t.co/IQjzA1AA2Y", United Kingdom,0,0,2021-03-13 23:00:25
269,"Today’s workforce is to a large extent remote, diverse, and sometimes disconnected. Hence, it’s more important than ever to offer knowledge, skills, and social connection to all employees. Here's how: https://t.co/5RqvUD4X5I 
#virtuallearning #remoteworkforce",,0,1,2021-03-13 22:33:23
270,DON'T WAIT! Only one week left to save money on our summer leadership courses. Register now &amp; save! https://t.co/k2uXB7JTR1 #studentleadershipprogram #summerprogram #virtuallearning #leadershipdevelopment #RonaldReagan #leadershipcourse #leadershipprogram #summercamp2021 https://t.co/3lHt3TLPik,"Simi Valley, CA",0,2,2021-03-13 22:05:02
271,My favorite part of #virtuallearning is when my 6 year old students type “thx” in the chat box,,0,0,2021-03-13 21:59:06
272,"I’m sure this isn’t the first time you’ve seen the word “hack.”

https://t.co/s7XSW6voK5

#TimeManagement #Productivity #WorkLifeBalance #QualityOfLife #KickChaosToTheCurb #VirtualLearning #Organization #Stress #TimeManagementFixer  #Meetings #ProductivityHacks #TimeLeaks #Hacks https://t.co/IWN4c322B1",Worldwide,1,1,2021-03-13 21:45:05
273,"Today’s workforce is to a large extent remote, diverse, and sometimes disconnected. Hence, it’s more important than ever to offer knowledge, skills, and social connection to all employees. Here's how: https://t.co/6P31EYrxxj 
#virtuallearning #remoteworkforce",United States,1,4,2021-03-13 21:35:03
274,"Top Online Learning Tools for Remote Instruction - https://t.co/eRuLS681y9

#SmartTech #EdTech #EdTechChat #Education #Educational #Educator #EdChat #Remote #remoteteaching #remotework #highered #technews #tech #HigherEd #virtuallearning #networking #learning #hybridlearning","Anaheim, CA",4,3,2021-03-13 21:22:05
275,"Here is your step-by-step plan for creating eLearning courses: https://t.co/hd6pwWYdOY 

#elearning #instructionaldesigner #instructionaldesign #learningdesign #instructionaldesigners #distancelearning #elearningcourses #elearningdesign #virtuallearning #elearningprogram https://t.co/kb9twDGDQq",,2,1,2021-03-13 20:49:28
276,"See five science-based tips for enhancing virtual teaching and learning.

#eduTwitter #virtuallearning #ecet2 https://t.co/EXUqAyjIN5","Washington, DC",0,1,2021-03-13 19:57:00
277,"LABRIGHT BIOLOGY: Face-to-Face, Virtual or Hybrid Lab Solution
LEARN MORE... https://t.co/Cj7geLOwvH
#labs #digitallearning #elearning #onlinelearning #education #learning #edtech #distancelearning #school #covid #teachingtips #virtuallearning #biology https://t.co/tqhq8pdtsf","Cincinnati, Ohio",1,0,2021-03-13 19:01:07
278,Myself &amp; @SandyMarcuzzi continue to be blown away by our students! They have earned 22 learning certificates so far this month for completing work on their asynchronous learning platforms @GEVSchool @gecdsbpro #connectedandlearning #virtuallearning #specialeducation https://t.co/3Xp0aat8Yl,"Windsor, Ontario",1,10,2021-03-13 18:54:42
279,"Upgrading to a new program? Planning a meeting or conference? Hire a Microsoft Certified Trainer-me! Bring valuable software tips &amp; techniques to your next meeting or virtual training workshop. DM me here or at Dawn@TheSoftwarePro.com
#Productivity #VirtualLearning https://t.co/Orz8436caC","Denver, Colorado",0,0,2021-03-13 18:30:20
280,"In theory, working less has the potential to make you more productive .

https://t.co/qSRAfVaWKV  #TimeManagement #Productivity #WorkLifeBalance #WorkFromHome #QualityOfLife #VirtualLearning #Potential  #Interruptions #Distractions  #LossOfFocus  #Organization",Worldwide,1,0,2021-03-13 18:30:16
281,"""Happy Saturday!""
#teachers #administrators #principals #virtuallearning #alabamaeducator #highereducation #alabamaeducation #educationadministration #schools #schooladministrators #alabama https://t.co/XnZQCn62yZ","Birmingham,AL",0,0,2021-03-13 18:27:16
282,He’s been in my class all year and he absolutely loves piano and music theory! #virtuallearning #apsarts #PantherPride #noteflight #musicfirstclassroom https://t.co/x51TBAPFcN,"Southwest, Atlanta",1,6,2021-03-13 18:02:42
283,"ONLINE Robotics Classes Available! Ask us about a free trial!
#boswinrobotics #onlineclasses #virtuallearning #onlinerobotics #virtualclassroom #virtualrobotics #stem #science #education #stemeducation #steam #engineering #technology #womeninstem #robotics #learning #coding #tech https://t.co/f3mP5Yv7KE","Mississauga, ON",2,1,2021-03-13 17:00:25
284,#Designing a Poster Session as an Online Event https://t.co/B97vAlRWxj via @YouTube #showcase #virtuallearning #AcademicChatter #faculty #professor #Onlineclass  @Acadiate,"Toronto, Ontario",0,1,2021-03-13 16:49:23
285,#WorkingwithKazakhstan &amp; you don't know about #BESHBARMAK? No-no! Dig into my book now!: https://t.co/PMqFVLyQnN and find out! #globalbiz #virtualteams #virtuallearning #crosscultural #globalbusiness #globalteams #globalmobility #globaltraining #remoteteams  #globalwork https://t.co/1jauxdff9V,NYC based,0,0,2021-03-13 16:45:50
286,#virtuallearning @KSCA_tweets Love it! Live it! https://t.co/PcA9ZfK6pT,Midwest,0,0,2021-03-13 16:31:51
287,"We want to hear from you! What topics would you like to see us cover during a Parent Support Workshop? Let us know in the comments or send us a DM. You can catch up on all of our workshops here: https://t.co/jmchmi5N4v

#VirtualLearning #RORGNY #LearningDuringCOVID https://t.co/Q69xFAw0eS","New York, NY",1,1,2021-03-13 16:30:17
288,"Oldest is working on her rain forest science project with her dad: 🧬 

Dad: Name some primary consumers
Me: What about Toucans
Daughter: Toucans... I thought they were a myth! 🤦🏾‍♀️😂 #virtuallearning","Wake Forest, North Carolina",0,0,2021-03-13 16:22:37
289,"For #FuturesAcademy students who need a little extra help, we offer 1:1 tutoring sessions! Learn more about our tutoring sessions here &gt;&gt;&gt; https://t.co/SA0XxoS8WY
.
.
#FuturesInEducation #SchoolReimagined #onlinecourses #virtuallearning https://t.co/8H5URycMOJ",Throughout California,0,0,2021-03-13 16:15:09
290,"Upholding high levels of #participation can be an uphill task, even for older students!

Best Practices for Creating Fun #VirtualLearning Environments 💻 https://t.co/WuOzwR0Yp8 https://t.co/9qTZlqYZcJ",,0,1,2021-03-13 16:01:05
291,"Only one week left until CNFC's craft-focused Interview workshop with @deniseoryan. If you’re thinking about joining us, now’s the time to register! More info here: https://t.co/glszk6AyY8 
#interviewskills #virtuallearning https://t.co/bi5ZjWh4ET",Canada,2,1,2021-03-13 15:55:44
292,"Starting the day off @ACOFP annual conference with a virtual meet and greet via @airmeet then later today will be presenting healthcare considerations for #LGBTQI patients. 
#virtuallearning @NYITCOMDO @ACOFP https://t.co/TnxSeMeNNW","Long Island, NY",4,8,2021-03-13 15:49:31
293,#scvs Fellows and Chief Residents Program #virtualevents #virtuallearning #vmix #medicalmeeting https://t.co/FhbHQb1DIv,"NH, MA, CA",0,0,2021-03-13 15:20:24
294,"@whirlwinde34 @CKWS_Hutch @CKWS_TV @queensu 1-sided viewpt

No argument #lockdowns  cause harm
But the author diminishes his validity d/t absence of balance 

 #lockdown2021 benefits:

#LivesSaved
#MaintanenceOfCareCapacity  #ReprieveFromLifesDemands
#TimeToReflect
#VirtualEvents 
#VirtualLearning 
#Pivoting
#Collaboration","Ontario, Canada",0,0,2021-03-13 15:09:44
295,"5 Cool Devices and Tools Your Kids Need for Virtual Learning

#devicesforkids #learningtools #virtuallearning #remotelearning #kids #parenting #learning #remote #virtual https://t.co/vkI3qfSnl3","Michigan, USA",0,0,2021-03-13 14:55:33
296,It’s officially been 1 year since I’ve taught face to face. That is all. 😪 #virtuallearning #teachinginapandemic  #teacher #COVID19 https://t.co/d73koHFggV,United States,0,0,2021-03-13 14:31:37
297,"Great for little and not so little kids! Today at 1 pm, sing and dance along with A4L's Dino O'Dell. Click here for the Zoom link:  
https://t.co/3FDct1SHTB
#virtuallearning #artsed #earlychildhoodeducation https://t.co/EVCsrhLe98",Virginia,0,1,2021-03-13 14:30:00
298,"Acid Base Reactions,  Neutralization, Titration: 7 #chemistry Resources https://t.co/wEU4XQ0JON #APchem #science #edu #educhat #apchemistry #regents #Homeworkhelp #Caturday #SaturdayMorning #SaturdayThoughts #hybridlearning #virtuallearning #GoogleClassroom #chemistryfordays",excite  engage  enhance,0,0,2021-03-13 14:06:11
299,#Chemistry Course Plan: 320-Resource Whole Year Mega Hybrid Bundle https://t.co/ObV0Npl9XN #APchem #science #edu #educhat #apchemistry #regents #Homeworkhelp #Caturday #SaturdayMorning #SaturdayThoughts #hybridlearning #virtuallearning #GoogleClassroom #chemistryfordays,excite  engage  enhance,0,0,2021-03-13 14:04:41
300,#chemistry Unit Plan: Mole Concept &amp; Calculations 3-Lesson Hybrid Bundle https://t.co/tMs27eQGYI  #APchem #science #edu #educhat #apchemistry #regents #Homeworkhelp #Caturday #SaturdayMorning #SaturdayThoughts #hybridlearning #virtuallearning #GoogleClassroom #ngssch,excite  engage  enhance,0,0,2021-03-13 14:03:06
301,"How to plan a productive meeting - Important Components Of Meeting Agenda

https://t.co/o2X0482nNs

#TimeManagement #Productivity #WorkLifeBalance #QualityOfLife #KickChaosToTheCurb #VirtualLearning #TimeManagementFixer #ProductiveMeetings #MeetingAgenda",Worldwide,1,0,2021-03-13 14:01:21
302,"Get to use the best free online virtual desktop app on the net~

Imagine having access to all your productivity software without changing tabs... 😎 🤓 

https://t.co/27B0DIrxUZ

~

#Firefly #desktop #Virtual #virtuallearning #Online #onlineclasses #onlinelearning #homeschooling","Planet Phloston, Angel Galaxy",0,1,2021-03-13 12:39:39
303,"Upgrading to Microsoft 365 (Office 365)? Bring a productivity speaker &amp; Microsoft Certified Trainer to your next meeting, onsite or virtual learning program to add valuable software skills. DM me here or at Dawn@TheSoftwarePro.com
#Productivity #VirtualLearning https://t.co/0914FWQY1J","Denver, Colorado",0,0,2021-03-13 12:27:12
304,Time Management Secrets for College Students: The Unde... https://t.co/rtvu9zt4Zk #Amazon #school #college #university #inspiration #learning #motivation #teacherlife #studentlife #success #knowledge #learn #lifegoals #teacher #study #student #teachergoals #virtuallearning,"Myrtle Beach, SC",1,1,2021-03-13 12:08:54
305,"📸 Meme Fun: Thanks for your photo submission Mr. Rose! 
#virtuallearning #teacher #highschoolteacher https://t.co/OjuTIwPWPZ","Fredericksburg, VA",0,1,2021-03-13 12:03:26
306,"📸 Meme Fun: Thanks for your photo submission Mr. Rose! 
#virtuallearning #teacher #highschoolteacher https://t.co/0v9JAiMYvt","Spotsylvania, VA",0,0,2021-03-13 12:02:46
307,Round-Up: Virtual Learning Resource Hub via @RingCentralUK https://t.co/O0mmYo978R #VirtualLearning #OnlineEducation,England,0,0,2021-03-13 11:51:01
308,"Play your heart out with our new Violin themed word puzzle!

#kids #KidsChaupal #violin  #music  #musician #OnlineClasses #virtuallearning   #game  #puzzle 
#weekendvibes https://t.co/PTHHY6eHH7","New Delhi, India",0,0,2021-03-13 11:48:54
309,"Calling all Educators! Amazing Keynote✅ Live &amp; On-demand sessions✅ Self-care choices too ✅ and FREE! ✅ on Friday, March 26th! Sign up Today! #dldmedfield #fillyourcup #edtech #edchat #virtuallearning https://t.co/S5GJJf47OD",MetroWest Massachusetts,1,2,2021-03-13 11:26:46
310,"Today I'm going to show you how to make a visual schedule at home! I promise it's super easy- maybe a bit time-consuming depending on how detailed you are, but EASY!

Table Of ContentsHow to make a visual schedule https://t.co/J1WJndDpoe #autism #virtuallearning #visualschedule","Atlanta, GA",1,3,2021-03-13 10:33:50
311,"Registration via the link below

https://t.co/Dk4a5Xj1TP

#csmvs #csmvsmumbai #csmvsmuseum #museumofmumbai #museumofIndia #museumathome #experiencecsmvs #togetherapart #education #virtuallearning #virtualsession #session #lecture #elearning #Livetalk #onlinelecture (2/2) https://t.co/uUuXQo6gEK","Mumbai, India",0,2,2021-03-13 10:30:43
312,Henry Ford Museum: Rosa Parks Bus – HistoryView Virtual Tours #VR #VirtualReality #edtech #ARVRinEDU #education #COVID19 #virtuallearning #virtualteaching #remotelearning #remoteteaching  https://t.co/yb6DqedSGt,"Boston, Massachusetts",1,1,2021-03-13 10:21:59
313,African Tribal Art Showroom – HistoryView Virtual Tours #VR #VirtualReality #edtech #ARVRinEDU #education #COVID19 #virtuallearning #virtualteaching #remotelearning #remoteteaching https://t.co/IY7L7fIdqa,"Boston, Massachusetts",1,1,2021-03-13 10:21:38
314,"Chief Minister Arvind Kejriwal called the new virtual model of education a ""dream project"". Kejriwal said that they want to create the world's first virtual Delhi Model School, a classroom without walls.

 #VirtualLearning  #Delhischools 

@ArvindKejriwal @AamAadmiParty @msisodia",India,0,0,2021-03-13 10:00:50
315,"#Virtual #Science &amp; #Innovation #careers event is LIVE!

Join us 24/7 until the #school #Easter hols to discover &amp; explore #STEM career paths https://t.co/amm2DRtsJs  
#Parents #Teachers #Edutwitter #STEMed #carers #edchat #Sussex #BSW21 #Students #homeschooling #virtuallearning https://t.co/tsTmSeQ10a","County Hall, Lewes",1,2,2021-03-13 09:55:00
316,"Women Create- March 23-25

 empower, celebrate, and promote women's entrepreneurship. It's 3 days, free event with workshops and sessions. 

Register here
https://t.co/5AO7CTxuRY

#digitallearning #elearning #educhat #virtuallearning #teacher #classroom #edtech
#education #STEM https://t.co/AfvYrr00x6","Bengaluru, India",0,0,2021-03-13 09:04:57
317,"@BloombergCities: The switch to #virtuallearning underscored the wide-reaching impacts of the #digitaldivide.

One approach that’s gaining traction to address this challenge is for cities to play a direct role in providing internet service. 

Learn more from @linpoonsays …",Los Angeles,0,0,2021-03-13 08:00:03
318,"Online learning is the future of Education. The students of class #preprimary shared their wonderful experience of virtual journey through 'My Virtual Journey' activity. They used beautiful props and expressed themselves with great enthusiasm. 

#MPS #education #virtuallearning https://t.co/THsxljEijs","Delhi, India",0,1,2021-03-13 07:11:55
319,"It’s been a year since my kids stopped going to school &amp; we hunkered down at home to wait out this #pandemic. 

Time flies. They’re doing #virtuallearning, hubby is #vaccinated &amp; I’m on the list. 

It’s been a year, it’s still not over, but we will survive. #WearAMask #Covid_19 https://t.co/yLAKpLofmE","Tampa, FL",0,3,2021-03-13 07:09:08
320,"Do more than just spring clean – get organized once and for all!

https://t.co/M5XGx6t6hG 

#TimeManagement #Productivity #Organization #WorkLifeBalance #QualityOfLife #KickChaosToTheCurb #TimeManagementFixer #HeleneSegura #VirtualLearning #WorkFromHome #Stress #Vacation #Travel https://t.co/k5O9FhsffP",Worldwide,1,0,2021-03-13 06:30:08
321,"For cooking this week, we all enjoyed a bowl of cereal. All students liked this snack although some preferred it with milk and some preferred it dry @GEVSchool @gecdsbpro #connectedandlearning #virtuallearning #specialeducation https://t.co/HqMrVRiBgH","Windsor, Ontario",1,5,2021-03-13 03:43:02
322,"Happy Friday! We hope you get to spend some ""koala""-ty time with your family this weekend! 😆
#afterschoolprogram #afterschoolclub #homeworkhelp #onlinelearning #virtuallearning #distancelearning #zoomclasses #onlineclasses #virtualclass #afterschoolactivity https://t.co/xebsAtKuD7",3230 E. Imperial Hwy Suite 308,1,0,2021-03-13 03:30:07
323,Our marbled paper with @SchoolMcgivney turned out so beautiful today! @gecdsbpro @GEVSchool #connectedandlearning #virtuallearning #specialeducation https://t.co/botwls2vvM,"Windsor, Ontario",1,2,2021-03-13 03:19:39
324,"My 10 year old nephew: I can’t pass this lesson the questions are too hard I said I’ll help you but it will cost you, he said okay how much? I was like a $100 bucks. He goes nah I can look for the answers on quizlet. My reaction⬇️ exactly #virtuallearning https://t.co/crXFSEERZb","Texas, USA",0,0,2021-03-13 03:11:15
325,"@visit_thnoc has all the virtual backgrounds you didn’t know you needed!

*Don’t mind us we’ll be at @AudubonNature 🦓🐘🦒

#virtuallearning 
#weekendvibes https://t.co/InCf8uctiI https://t.co/TeEPYqA3Hj","Baton Rouge, LA",0,1,2021-03-13 03:02:13
326,"Submit your research abstract for the Simulus 6.

To Know more details please visit
https://t.co/yebUq5tl1E

#simulation #learning #medicalsimulation #medicalprofessionals #healthcare #patientsafety #virtuallearning #medicaleducation #nursingeducation  #pediatrics https://t.co/ZYeYfPQEA0",Hyderabad,6,8,2021-03-13 02:46:53
327,This is one of the 75+ pre-recorded sessions you will have access to when you register for the 2021 Collaborative Response Symposium!  Register now at https://t.co/EHBRn5QKB5 #collaborativeresponse #jlcrs @kimwed #abed #atplc #onlinelearning #virtuallearning #onlineeducation https://t.co/2LM2l3gg9A,"Lacombe, Alberta",4,7,2021-03-13 01:42:00
328,How sweet is this my friends?! During #VirtualLearning my 8th grader sometimes came over to my computer during Friends &amp; Fun time to say hi to my Kinders. Today during #Hybrid learning one of my Kinders drew a picture of my son 💕 #KinderFamily #WestMeadeMakesItFun #AACPSAwesome https://t.co/tqZxZtxuHo,"Fort Meade, MD",0,1,2021-03-13 01:38:29
329,"Everyone knows that I am a fan on the flexibility &amp; design of @EdgenuityInc Congratulations to the company that is always improving, always making the user experience meaningful and engaging with data that allows teachers to identify next steps in instruction. #virtuallearning https://t.co/5KfvnhV5lf",Frisco ISD,0,3,2021-03-13 01:27:19
330,"@pushboundEDU @IamEricNichols @rebecacoda
with virtual school leaders this morning! Discussing PLC leadership, PLC processes and adaptability. #pushboundedu #virtuallearning #leadership #PLC https://t.co/QRlyoTgmt4 https://t.co/Qq6JBkyy1O",Oregon,0,0,2021-03-13 00:58:35
331,"New CathyAndCompany's fitness &amp; dance video! Join me live on Thursdays at 7:30 at https://t.co/zBRxjInG7T... for some conditioning &amp; a contemporary center barre. 🏋️‍♀️ #CathyAndCompany #Dance #Livestream  #virtuallearning #fitness
https://t.co/OVBZWRJPn1",,0,1,2021-03-13 00:33:03
332,"Also, you know we had to celebrate with our fav food: the almighty breakfast burrito 🌯🤤 Excited to “see” everyone next month!! 👀!! #virtualLearning #InternationalMorningReport #medEd #AditiRulesTheWorld #KidneysAreTheBest #PedsMatch21 @ucsd_medpeds https://t.co/3M78FYo7RK","San Diego, CA",0,1,2021-03-13 00:05:45
333,"Shout out to my fellow parents who’ve now survived an entire year of virtual learning and being home with our kids 24/7. 
😴We are so tired.🥴 #virtuallearning #pandemicanniversary #parenting https://t.co/32O3QpgPF0","Texas, USA",0,4,2021-03-12 23:55:19
334,"Celebrating Women's History Month using @padlet 

Students were able to reflect on their learning through virtual post it board. 

#STEAM #NASA #WomensHistoryMonth #lexrich5 @LexRich5Schools @LeaphartElem #virtuallearning https://t.co/bH2eLfbYAb","South Carolina, USA",0,8,2021-03-12 23:50:15
335,"Become a master with the best tools and courses 
#bemasterpro #becreative #beinnovative #onlinelearning #onlineclasses #virtuallearning #educacionvirtual #aprendizajeenlinea https://t.co/IREO37ZOaU",Mexico,0,0,2021-03-12 23:30:30
336,"One year ago today, my district announced a two week closure after 1 positive case in our county. Teachers had one last day with kids, then reinvented school over the weekend. We didn’t go back in person until Aug. #TeachersAreAwesome #virtuallearning #EdTechfortheWin","Chattanooga, TN",0,4,2021-03-12 23:21:29
337,"Get your students to get creative and bring out their inner artists with this shamrock activity. Definitely tag me/share pictures of your students' artwork — I would love to see their creative minds at work!
Check this out in my TPT store! #teacher #teach #steam #virtuallearning https://t.co/XvmPTtik3t",Miss Tech Queen®,0,4,2021-03-12 23:20:46
338,Extremely honored to have been named a Top 100 Visionary in Education by @gfelworld! Proud to partner w/an amazing team at @CompassCs to support our #scholars! #CompassExperience #CompassWay #IAmaCharterLeader #PersonalizedLearning #ScholarCentered #ScholarsFirst #VirtualLearning https://t.co/TW2ehG3x0R,"Simi Valley, CA",2,4,2021-03-12 23:13:34
339,"CABE 2021 Guest Speaker Tony Thurmond. For more information: https://t.co/dQkc6cEKc6 

#cabe2021 #cabe #cabe2021virtualconference #tonythurmond #learningreasources #virtualevent #virtualconference #virtuallearning https://t.co/9Wgys6BBw2","Walnut, CA",1,4,2021-03-12 23:05:53
340,need a math plug ??? no problem 😉 @excel_pro_tutor   #math #homeworkhelp #virtuallearning #savedyourlife https://t.co/M1rXB9p7GA,"Poinciana, FL",0,1,2021-03-12 22:41:01
341,Measurable attributes and blueprints came to life for 3rd grade virtual “Pet Skunk Homes”. 🦨🏗 #Area #Perimeter #VirtualLearning #3rdGrade @HumbleElemMath https://t.co/7AoNdIiztK,,0,8,2021-03-12 22:39:08
342,Looking for ways to connect your students – when some are in class and some are at home? Try these 21 activities: https://t.co/bQNNpTfxMX. #hybridlearning #virtuallearning,"Calgary, Canada",0,0,2021-03-12 22:23:00
343,Great tips from #JuliannWoods on her session Using Technology Tools to Support Caregivers and Educators. #caseconf2021 #technologytools #virtuallearning https://t.co/lCQPztwN4x,17451 103 ave Edmonton AB,0,1,2021-03-12 22:22:00
344,"Thanks to our partnership with Ohana One International Surgical Aid , our 2nd pair of smart glasses have arrived in-country. Dr. Kush Aeron received his glasses in India and is ready to start work with ReSurge volunteer Dr. Partington.  
#GlobalSurgery
#VirtualLearning https://t.co/SEjldLXGHX",international,0,1,2021-03-12 22:09:02
345,"Thanks to our partnership with Ohana One International Surgical Aid , our 2nd pair of smart glasses have arrived in-country. Dr. Kush Aeron received his glasses in India and is ready to start work with ReSurge volunteer Dr. Partington.  
#GlobalSurgery
#VirtualLearning https://t.co/ftLMWfMWJV",international,0,0,2021-03-12 22:07:41
346,"#Google announced its new career certificate programs designed to help people bridge skills gaps and qualify for high-paying, high-growth job fields. Most will finish in six months or less, costing about $240 for U.S. students. https://t.co/oTHcqoso0v #VirtualLearning @coursera",,0,0,2021-03-12 21:36:52
347,"Here is my next virtual library. I love making these so I am happy to take requests for topics or themes. Enjoy!
#virtuallearning #ESL #ELL @Furlan_s12 @MsGluchowski 

https://t.co/YSbhmMf0hj",,0,3,2021-03-12 21:26:45
348,"I had a blast with the students at St. John TCDSB in Toronto!! Through our #virtualauthorvisits my author @lisabowes and I have been able to visit all over Canada!
#virtuallearning #onlinelearning #adapting #lucytriessports #reading #literacy #schools #students #teachers #library https://t.co/reJJqzaDuF",World,2,11,2021-03-12 21:21:16
349,"This spring, @UMNExt will be working with the Jackson County Library to provide a number of virtual adult programs. The programs cover many important topics, and begin on March 17th. Visit https://t.co/P8V7NEt73M for more inforamtion! #virtuallearning #adultprogram https://t.co/2PqclGRGBP","St. Paul, MN",0,2,2021-03-12 21:02:28
350,"Showing off some of our student's creativity and talent!

#CharacterMap #Hamlet #VirtualLearning #DistanceLearning https://t.co/Ova0sb7Ue7",,0,0,2021-03-12 21:02:18
351,"Curious how Wowzers Learning really works for you and your students?
Sign Up 👇 for a free pilot in less than 2 minutes–
https://t.co/RceAzVvBAr
#edchat #mathskills #elearning #virtuallearning https://t.co/ic71ahnfGp","Encinitas, CA",0,1,2021-03-12 21:01:14
352,Playing Pictionary on our @MicrosoftTeams meeting was much fun!! @GEDSB #virtuallearning #pictionary https://t.co/nUixtEZH3y,GEDSB Virtual World,0,0,2021-03-12 20:56:33
353,"How effective is #virtual training? @SRMcFall of @protechtraining discusses the pros and cons of going virtual, how to measure #virtuallearning and what IT training might look like post-pandemic. Read here: https://t.co/3SzaTaXYRK",,1,2,2021-03-12 20:49:26
354,"Okay, listen up parents of children who are participating in virtual learning. This one is for you. Or, if you are a friend of someone who is in this predicament, this is for you too. You may need https://t.co/bhwFjZrq78 #remotelearning #virtualclassroometiquette #virtuallearning","Atlanta, GA",0,0,2021-03-12 20:32:14
355,"How To Plug The Time Leak Of Self Interruptions
https://t.co/sltK25a43C
#TimeManagement #Productivity #Organization #WorkLifeBalance #QualityOfLife #KickChaosToTheCurb #TimeManagementFixer #HeleneSegura #VirtualLearning #WorkFromHome #Stress #Meetings  #MeetingAgenda #Email",Worldwide,1,0,2021-03-12 20:30:21
356,"On Monday, my kids are going to school for the first time in just over a year (face to face). 😱

I am going to get SO much work done. Or maybe a pedicure. Haven’t decided. 

#BackToSchool #BackToReality #WorkingMom #VirtualLearning #WeMadeIt https://t.co/EVlrs24ha0",irrelevant,0,0,2021-03-12 20:29:31
357,Happy Freestyle Friday! #teachersoftiktok #philly #virtuallearning #virtualteaching #4thgradeteacher #freestylefriday #Freestyle #teachersofinstagram #teacherlife #teacher @TheEllenShow https://t.co/CcnXX2H1vm,,1,1,2021-03-12 20:18:27
358,👉 @jmoserr shared 6 ways #virtuallearning is changing in 2021 on our blog. Learn where the market is headed to keep developing your skills: https://t.co/kghrtRpbko,Earth,0,1,2021-03-12 20:08:02
359,Today in virtual learning music class... Subtle and not so subtle political messages in the creative arts. #virtuallearning #rageagainstthemachine https://t.co/GhU6R6lpED,Earth ,0,0,2021-03-12 20:01:31
360,"Even with its complications, #virtuallearning has revealed some interesting truths. Here are five emerging trends I’ve seen, and frankly, hope to continue to see in #education. https://t.co/oexMHXKVCD https://t.co/IYml5HIA3u",San Luis Obispo,1,4,2021-03-12 20:01:12
361,"Join us for a panel discussion on 3/18 as we explore the long-lasting impact #COVID19 will have on #education and why #streaming access to #films is here to stay: https://t.co/MoOqgc1VxO

#remotelearning #hyrbridlearning #classrooms #k12education #virtuallearning #digitalresource https://t.co/jW1T7Ku8rV","St. Louis, MO",0,0,2021-03-12 19:58:12
362,"I love this! Friends helping friends! Gentle reminders for our classmates to mute, raise their hand, not use the chat, and to use pencil! 😊 #virtuallearning @CMSmtolive https://t.co/gQLyVsHk8q","Mt. Olive, N.J.",0,8,2021-03-12 19:44:21
363,"Thanks, @nirsalive for allowing the On Demand content to remain open post virtual conference! I was able to share time with some of my staff today viewing virtual facility tour content, and I think they really enjoyed it! #nirsa #nirsalive #virtuallearning https://t.co/PuqNTSUKkg",,0,2,2021-03-12 19:42:54
